bibsysno	URL
004792561	https://www.flickr.com/photos/britishlibrary/50265210583
004792565	https://www.flickr.com/photos/britishlibrary/50265867081
004792567	https://www.flickr.com/photos/britishlibrary/50265868961
004792568	https://www.flickr.com/photos/britishlibrary/50266045832
004792569	https://www.flickr.com/photos/britishlibrary/50266046447
004792570	https://www.flickr.com/photos/britishlibrary/50265867006
004792571	https://www.flickr.com/photos/britishlibrary/50265209438
004792573	https://www.flickr.com/photos/britishlibrary/50265210308
004792574	https://www.flickr.com/photos/britishlibrary/50265868736
004792575	https://www.flickr.com/photos/britishlibrary/50265868706
004792576	https://www.flickr.com/photos/britishlibrary/50265868636
004792577	https://www.flickr.com/photos/britishlibrary/50265209188
004792587	https://www.flickr.com/photos/britishlibrary/50265209593
004792588	https://www.flickr.com/photos/britishlibrary/50265209258
004792589	https://www.flickr.com/photos/britishlibrary/50266046657
004792590	https://www.flickr.com/photos/britishlibrary/50265209528
004792592	https://www.flickr.com/photos/britishlibrary/50265868166
004792594	https://www.flickr.com/photos/britishlibrary/50265210023
004792654	https://www.flickr.com/photos/britishlibrary/50262974693
004792726	https://www.flickr.com/photos/britishlibrary/50263666517
004792735	https://www.flickr.com/photos/britishlibrary/50264328722
004792738	https://www.flickr.com/photos/britishlibrary/50264327112
004792739	https://www.flickr.com/photos/britishlibrary/50263488078
004792783	https://www.flickr.com/photos/britishlibrary/50264989568
004792784	https://www.flickr.com/photos/britishlibrary/50265647096
004792788	https://www.flickr.com/photos/britishlibrary/50265673151
004792789	https://www.flickr.com/photos/britishlibrary/50265853932
004792790	https://www.flickr.com/photos/britishlibrary/50265828422
004792791	https://www.flickr.com/photos/britishlibrary/50265012863
004792792	https://www.flickr.com/photos/britishlibrary/50265657536
004792794	https://www.flickr.com/photos/britishlibrary/50265657461
004792973	https://www.flickr.com/photos/britishlibrary/50263865137
004792974	https://www.flickr.com/photos/britishlibrary/50263679751
004792978	https://www.flickr.com/photos/britishlibrary/50263864622
004792981	https://www.flickr.com/photos/britishlibrary/50263678646
004792984	https://www.flickr.com/photos/britishlibrary/50263865262
004793113	https://www.flickr.com/photos/britishlibrary/50265030283
004793135	https://www.flickr.com/photos/britishlibrary/50263501622
004793161	https://www.flickr.com/photos/britishlibrary/50263568683
004793172	https://www.flickr.com/photos/britishlibrary/50263568563
004793173	https://www.flickr.com/photos/britishlibrary/50264407002
004793176	https://www.flickr.com/photos/britishlibrary/50264226036
004793181	https://www.flickr.com/photos/britishlibrary/50264406842
004793188	https://www.flickr.com/photos/britishlibrary/50264406782
004793195	https://www.flickr.com/photos/britishlibrary/50264406672
004793206	https://www.flickr.com/photos/britishlibrary/50263568008
004793387	https://www.flickr.com/photos/britishlibrary/50264150052
004793452	https://www.flickr.com/photos/britishlibrary/50264322007
004793651	https://www.flickr.com/photos/britishlibrary/50264225872
004793744	https://www.flickr.com/photos/britishlibrary/50263895012
004793745	https://www.flickr.com/photos/britishlibrary/50263894922
004793746	https://www.flickr.com/photos/britishlibrary/50263709571
004793748	https://www.flickr.com/photos/britishlibrary/50262821093
004793762	https://www.flickr.com/photos/britishlibrary/tags/sysnum004793762?sort=date-posted-desc
004793780	https://www.flickr.com/photos/britishlibrary/50264035967
004793783	https://www.flickr.com/photos/britishlibrary/50266106882
004793784	https://www.flickr.com/photos/britishlibrary/50266106842
004793786	https://www.flickr.com/photos/britishlibrary/50265834517
004793790	https://www.flickr.com/photos/britishlibrary/50265834242
004793855	https://www.flickr.com/photos/britishlibrary/50265140453
004793856	https://www.flickr.com/photos/britishlibrary/50265139943
004793862	https://www.flickr.com/photos/britishlibrary/50265797456
004793866	https://www.flickr.com/photos/britishlibrary/50265140578
004793894	https://www.flickr.com/photos/britishlibrary/50263799047
004793906	https://www.flickr.com/photos/britishlibrary/50263794776
004793942	https://www.flickr.com/photos/britishlibrary/50263914436
004794023	https://www.flickr.com/photos/britishlibrary/50263261343
004794034	https://www.flickr.com/photos/britishlibrary/50264101062
004794035	https://www.flickr.com/photos/britishlibrary/50263769996
004794038	https://www.flickr.com/photos/britishlibrary/50263916926
004794042	https://www.flickr.com/photos/britishlibrary/50263916726
004794045	https://www.flickr.com/photos/britishlibrary/50263260223
004794047	https://www.flickr.com/photos/britishlibrary/50264100152
004794049	https://www.flickr.com/photos/britishlibrary/tags/sysnum004794049?sort=date-posted-desc
004794050	https://www.flickr.com/photos/britishlibrary/50263260428
004794053	https://www.flickr.com/photos/britishlibrary/50263916141
004794054	https://www.flickr.com/photos/britishlibrary/50263915976
004794056	https://www.flickr.com/photos/britishlibrary/50265878196
004794057	https://www.flickr.com/photos/britishlibrary/50263108013
004794058	https://www.flickr.com/photos/britishlibrary/tags/sysnum004794058?sort=date-posted-desc
004794075	https://www.flickr.com/photos/britishlibrary/50263524683
004794076	https://www.flickr.com/photos/britishlibrary/50264182986
004794077	https://www.flickr.com/photos/britishlibrary/50263524443
004794085	https://www.flickr.com/photos/britishlibrary/50263625541
004794086	https://www.flickr.com/photos/britishlibrary/50263625431
004794087	https://www.flickr.com/photos/britishlibrary/50262967628
004794088	https://www.flickr.com/photos/britishlibrary/50263590808
004794155	https://www.flickr.com/photos/britishlibrary/50263560162
004794158	https://www.flickr.com/photos/britishlibrary/50263375351
004794159	https://www.flickr.com/photos/britishlibrary/50263375126
004794177	https://www.flickr.com/photos/britishlibrary/50263720751
004794217	https://www.flickr.com/photos/britishlibrary/50265767786
004794218	https://www.flickr.com/photos/britishlibrary/50265110268
004794231	https://www.flickr.com/photos/britishlibrary/50264623243
004794232	https://www.flickr.com/photos/britishlibrary/50264623148
004794233	https://www.flickr.com/photos/britishlibrary/50265278861
004794241	https://www.flickr.com/photos/britishlibrary/50263066258
004794291	https://www.flickr.com/photos/britishlibrary/50262925408
004794303	https://www.flickr.com/photos/britishlibrary/50264217351
004794382	https://www.flickr.com/photos/britishlibrary/50265657956
004794389	https://www.flickr.com/photos/britishlibrary/50265838417
004794393	https://www.flickr.com/photos/britishlibrary/50264998813
004794394	https://www.flickr.com/photos/britishlibrary/50265091191
004794410	https://www.flickr.com/photos/britishlibrary/50265649916
004794411	https://www.flickr.com/photos/britishlibrary/50265841717
004794416	https://www.flickr.com/photos/britishlibrary/tags/sysnum004794416?sort=date-posted-desc
004794421	https://www.flickr.com/photos/britishlibrary/50265833222
004794429	https://www.flickr.com/photos/britishlibrary/50265001883
004794430	https://www.flickr.com/photos/britishlibrary/50265841487
004794431	https://www.flickr.com/photos/britishlibrary/50265001043
004794432	https://www.flickr.com/photos/britishlibrary/50265001813
004794439	https://www.flickr.com/photos/britishlibrary/50265000973
004794440	https://www.flickr.com/photos/britishlibrary/50265659146
004794447	https://www.flickr.com/photos/britishlibrary/tags/sysnum004794447?sort=date-posted-desc
004794451	https://www.flickr.com/photos/britishlibrary/50264999808
004794462	https://www.flickr.com/photos/britishlibrary/50265842012
004794464	https://www.flickr.com/photos/britishlibrary/50265657806
004794479	https://www.flickr.com/photos/britishlibrary/50264999593
004794836	https://www.flickr.com/photos/britishlibrary/50265276487
004794838	https://www.flickr.com/photos/britishlibrary/50264436098
004794966	https://www.flickr.com/photos/britishlibrary/50264436643
004794972	https://www.flickr.com/photos/britishlibrary/50265273597
004794973	https://www.flickr.com/photos/britishlibrary/50265090936
004795012	https://www.flickr.com/photos/britishlibrary/50265584146
004795031	https://www.flickr.com/photos/britishlibrary/50265650891
004795032	https://www.flickr.com/photos/britishlibrary/50265832697
004795033	https://www.flickr.com/photos/britishlibrary/50264433763
004795034	https://www.flickr.com/photos/britishlibrary/50265270527
004795035	https://www.flickr.com/photos/britishlibrary/50265269522
004795036	https://www.flickr.com/photos/britishlibrary/50265651241
004795045	https://www.flickr.com/photos/britishlibrary/50265004613
004795048	https://www.flickr.com/photos/britishlibrary/50265089111
004795055	https://www.flickr.com/photos/britishlibrary/50265276412
004795056	https://www.flickr.com/photos/britishlibrary/50265276337
004795153	https://www.flickr.com/photos/britishlibrary/50264303727
004795263	https://www.flickr.com/photos/britishlibrary/50263609787
004795264	https://www.flickr.com/photos/britishlibrary/50263425441
004795271	https://www.flickr.com/photos/britishlibrary/50264162366
004795300	https://www.flickr.com/photos/britishlibrary/50265836497
004795318	https://www.flickr.com/photos/britishlibrary/50266118187
004795319	https://www.flickr.com/photos/britishlibrary/tags/sysnum004795319?sort=date-posted-desc
004795327	https://www.flickr.com/photos/britishlibrary/50263021373
004795328	https://www.flickr.com/photos/britishlibrary/50263678226
004795329	https://www.flickr.com/photos/britishlibrary/50263854882
004795367	https://www.flickr.com/photos/britishlibrary/50265192298
004795372	https://www.flickr.com/photos/britishlibrary/50266029957
004795407	https://www.flickr.com/photos/britishlibrary/50265843212
004795431	https://www.flickr.com/photos/britishlibrary/50263955011
004795432	https://www.flickr.com/photos/britishlibrary/50263295928
004795860	https://www.flickr.com/photos/britishlibrary/50265250781
004795868	https://www.flickr.com/photos/britishlibrary/50265141517
004795887	https://www.flickr.com/photos/britishlibrary/50265449711
004795897	https://www.flickr.com/photos/britishlibrary/50263856116
004795985	https://www.flickr.com/photos/britishlibrary/50265632147
004796035	https://www.flickr.com/photos/britishlibrary/50262691873
004796037	https://www.flickr.com/photos/britishlibrary/50263535162
004796044	https://www.flickr.com/photos/britishlibrary/50262691593
004796045	https://www.flickr.com/photos/britishlibrary/50263349966
004796097	https://www.flickr.com/photos/britishlibrary/50265110433
004796103	https://www.flickr.com/photos/britishlibrary/50264112897
004796110	https://www.flickr.com/photos/britishlibrary/50263267133
004796132	https://www.flickr.com/photos/britishlibrary/50265609187
004796373	https://www.flickr.com/photos/britishlibrary/50265800672
004796713	https://www.flickr.com/photos/britishlibrary/50262781473
004796715	https://www.flickr.com/photos/britishlibrary/50263595762
004796716	https://www.flickr.com/photos/britishlibrary/50263595582
004796717	https://www.flickr.com/photos/britishlibrary/50262751148
004796718	https://www.flickr.com/photos/britishlibrary/50263411411
004796719	https://www.flickr.com/photos/britishlibrary/50262752608
004796723	https://www.flickr.com/photos/britishlibrary/tags/sysnum004796723?sort=date-posted-desc
004796734	https://www.flickr.com/photos/britishlibrary/tags/sysnum004796734?sort=date-posted-desc
004796739	https://www.flickr.com/photos/britishlibrary/50263595422
004796743	https://www.flickr.com/photos/britishlibrary/50263410181
004796744	https://www.flickr.com/photos/britishlibrary/50263410446
004796748	https://www.flickr.com/photos/britishlibrary/50263594962
004796749	https://www.flickr.com/photos/britishlibrary/50262751253
